dataset,framing,learning_rate,batch_size,max_epochs,seed,best_val_accuracy,exp_name,best_iter,current_iter,total_iter,early_stop
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,77798,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_77798,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,466573,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_466573,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,20,672351,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_20_seed_672351,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,20,105993,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_20_seed_105993,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,2e-05,8,20,326976,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_8_max-epochs_20_seed_326976,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,20,924360,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_20_seed_924360,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,2e-05,8,20,562355,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_8_max-epochs_20_seed_562355,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,20,77798,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_20_seed_77798,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,20,466573,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_20_seed_466573,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR,2e-05,8,20,672351,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_8_max-epochs_20_seed_672351,957,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,40,620209,0.5193370165745856,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_40_seed_620209,159,3498,6395,True
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,40,935034,0.5193370165745856,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_40_seed_935034,159,3498,6395,True
winogrande-m-option,MC-SENT-PAIR,2e-05,16,40,620209,0.5193370165745856,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_16_max-epochs_40_seed_620209,159,3498,6395,True
winogrande-m-option,MC-SENT-PAIR,2e-05,16,40,935034,0.5193370165745856,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_16_max-epochs_40_seed_935034,159,3498,6395,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,10,238629,0.5177584846093133,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_10_seed_238629,638,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,10,762998,0.5177584846093133,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_10_seed_762998,638,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,10,238629,0.5177584846093133,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_10_seed_238629,638,3197,3197,False
winogrande-m-option,MC-SENT-PAIR,1e-05,8,10,762998,0.5177584846093133,winogrande-m-option_MC-SENT-PAIR_lr_1e-05_bs_8_max-epochs_10_seed_762998,638,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,10,785612,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_10_seed_785612,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,10,307474,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_10_seed_307474,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,2e-05,64,10,785612,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_64_max-epochs_10_seed_785612,117,399,399,False
winogrande-m-option,MC-SENT-PAIR,2e-05,64,10,307474,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR_lr_2e-05_bs_64_max-epochs_10_seed_307474,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,210672,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_210672,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,982157,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_982157,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,369240,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_369240,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,967779,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_967779,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,3e-05,16,10,210672,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_16_max-epochs_10_seed_210672,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,3e-05,16,10,982157,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_16_max-epochs_10_seed_982157,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,3e-05,16,10,369240,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_16_max-epochs_10_seed_369240,159,1598,1598,False
winogrande-m-option,MC-SENT-PAIR,3e-05,16,10,967779,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR_lr_3e-05_bs_16_max-epochs_10_seed_967779,159,1598,1598,False
