dataset,framing,learning_rate,batch_size,max_epochs,seed,best_val_accuracy,exp_name,best_iter,current_iter,total_iter,early_stop
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,40,628210,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_40_seed_628210,39,858,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,40,47016,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_40_seed_47016,39,858,1598,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,8,40,284480,0.5232833464877664,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_8_max-epochs_40_seed_284480,8294,12790,12790,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,924360,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_924360,5423,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,77798,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_77798,5423,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,10,762998,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_10_seed_762998,2233,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,40,330458,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_40_seed_330458,2552,9251,12790,True
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,8,20,466573,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_8_max-epochs_20_seed_466573,5423,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,40,935034,0.5224940805051302,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_40_seed_935034,3180,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,20,590738,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_20_seed_590738,1272,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,20,49865,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_20_seed_49865,585,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,10,935503,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_10_seed_935503,1431,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,32,40,27777,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_32_max-epochs_40_seed_27777,316,1975,3197,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,20,712008,0.5209155485398579,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_20_seed_712008,585,799,799,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,10,450658,0.5201262825572218,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_10_seed_450658,1272,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,16,10,259140,0.5201262825572218,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_16_max-epochs_10_seed_259140,1272,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,64,10,217896,0.5185477505919495,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_64_max-epochs_10_seed_217896,156,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,8,20,929425,0.5185477505919495,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_8_max-epochs_20_seed_929425,1914,6395,6395,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,40,704301,0.5185477505919495,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_40_seed_704301,2607,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,40,926357,0.5185477505919495,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_40_seed_926357,2607,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,20,849299,0.516179952644041,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_20_seed_849299,636,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,967779,0.5153906866614049,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_967779,1272,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,16,40,442339,0.5153906866614049,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_16_max-epochs_40_seed_442339,636,3975,6395,True
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,835425,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_835425,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,658484,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_658484,117,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,1e-05,32,20,320742,0.5138121546961326,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_1e-05_bs_32_max-epochs_20_seed_320742,869,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,854216,0.5114443567482242,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_854216,78,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,64,10,987996,0.5114443567482242,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_64_max-epochs_10_seed_987996,78,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,210672,0.5114443567482242,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_210672,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,982157,0.5114443567482242,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_982157,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,3e-05,16,10,369240,0.5114443567482242,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_3e-05_bs_16_max-epochs_10_seed_369240,477,1598,1598,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,8,10,458538,0.5082872928176796,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_8_max-epochs_10_seed_458538,3190,3197,3197,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,10,785612,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_10_seed_785612,78,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,64,10,307474,0.5074980268350434,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_64_max-epochs_10_seed_307474,78,399,399,False
winogrande-m-option,MC-SENT-PAIR-QUAD,2e-05,32,10,655316,0.4964483030781373,winogrande-m-option_MC-SENT-PAIR-QUAD_lr_2e-05_bs_32_max-epochs_10_seed_655316,790,799,799,False
